survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_child,fare_per_person
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,C,Cherbourg,yes,False,2,0,6.92915
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,1,0,50.4958
0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
1,3,male,4.0,1,1,11.1333,S,Third,child,False,C,Southampton,yes,False,3,1,3.7111
0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,3,0,17.518066666666666
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,1,0,5.0
0,3,male,47.0,0,0,9.0,S,Third,man,True,C,Southampton,no,True,1,0,9.0
1,2,female,28.0,1,0,24.0,C,Second,woman,False,C,Cherbourg,yes,False,2,0,12.0
1,3,female,15.0,0,0,7.225,C,Third,child,False,C,Cherbourg,yes,True,1,1,7.225
0,3,male,20.0,0,0,9.8458,S,Third,man,True,C,Southampton,no,True,1,0,9.8458
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,2,0,41.57915
1,2,female,25.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,3,male,33.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,C,Southampton,no,True,1,0,10.5167
0,2,male,28.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,C,Queenstown,no,False,6,0,4.854166666666667
0,2,male,27.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1,0,30.0
0,3,female,28.0,1,2,23.45,S,Third,woman,False,C,Southampton,no,False,4,0,5.8625
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,1,0,30.0
0,3,male,32.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
